company,title,link,location,experience,education,employment_type,deadline,sector,salary,created_at,views,tech_stack
(주)포인트모바일,모바일 결제 솔루션 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555466&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 금천구,신입·경력,대졸↑,정규직,~ 01/08(수),"['앱개발', '프론트엔드', 'Android', '외']",,수정일 24/12/09,0,"['Java', 'C++']"
미스터블루(주),"프론트엔드 개발자 (TypeScript, React)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566924&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 강서구,경력 2~6년,대졸↑,정규직,~ 01/09(목),"['웹개발', '퍼블리셔', '백엔드/서버개발', '프론트엔드', 'script 외']",,등록일 24/12/11,0,['Java']
(주)사조시스템즈,"IT 운영/개발 담당자 채용의 건(JAVA, ASP.NET)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534727&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 서대문구,신입·경력,대졸↑,정규직,~ 12/15(일),"['웹개발', 'script', '외']",,수정일 24/12/06,0,"['Java', 'C++', 'Spring']"
(주)데이터로드,금융시장의 미래를 설계하는 데이터로드 신입/경력 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49553992&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 영등포구,신입·경력,대졸↑,정규직,~ 12/23(월),"['앱개발', '웹개발', '유지보수', '외']",,수정일 24/12/09,0,"['Java', 'C++']"
(주)한국이엠에스,[정규직/취업축하금] 반도체 검사 장비 개발 및 기술 사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523457&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,충남 천안시 서북구,신입·경력,초대졸↑,정규직,~ 01/03(금),"['제품설계', '품질관리', '생산', '기계설계', 'AutoCAD 외']",,등록일 24/12/04,0,[]
(주)에이아이매틱스,연구개발(알고리즘개발 /소프트웨어개발) 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568758&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,경기 성남시 분당구,신입·경력,초대졸↑,정규직,~ 01/10(금),"['웹개발', '퍼블리셔', '백엔드/서버개발', '프론트엔드', '유지보수 외']",,수정일 24/12/11,0,[]
이에스이(주),JAVA 개발자 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49446587&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,경기 성남시 분당구,신입,초대졸↑,정규직,~ 01/20(월),"['웹개발', 'script', '외']",,등록일 24/11/21,0,"['Java', 'React', 'Spring']"
(주)한우리아이티,백엔드(승인) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49468186&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 강서구,신입·경력,학력무관,정규직,내일마감,"['웹개발', '백엔드/서버개발', '유지보수', '외']",,등록일 24/11/25,0,"['Java', 'C++']"
(주)리드포인트시스템,"리드포인트시스템 [서울] JAVA 개발 모집 (신입,경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49259674&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 마포구,신입·경력,대졸↑,정규직,~ 12/23(월),"['웹개발', '백엔드/서버개발', '프론트엔드', '외']",,등록일 24/10/24,0,"['Java', 'Spring']"
(주)이트리즈시스템,JAVA 기반 웹 개발자(SI/SM) 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49525748&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 구로구,신입,고졸↑,정규직,채용시,"['웹개발', '백엔드/서버개발', '프론트엔드', '솔루션 외']",,등록일 24/12/04,0,['Java']
(주)피플앤드테크놀러지,[피플앤드테크놀러지] 모바일팀 백앤드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555549&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 강남구,신입·경력,초대졸↑,정규직,~ 02/07(금),"['SI개발', '백엔드/서버개발', '유지보수', 'API 외']",,수정일 24/12/10,0,['Spring']
이데아텍(주),[신입] 플랫폼 운영/개발 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49560477&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 강남구,신입,학력무관,정규직,~ 02/08(토),"['앱개발', '웹개발', 'SI개발', 'script 외']",,수정일 24/12/10,0,['Java']
주식회사 아이티엘,웹 프론트엔드 개발자 채용 (신입/경력 모집),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49215350&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 서초구,경력무관,학력무관,정규직,채용시,"['백엔드/서버개발', '프론트엔드', 'CSS', 'HTML 외']",,수정일 24/10/17,0,['React']
(주)맑은소프트,웹개발/솔루션개발/이러닝시스템개발 신입/경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499388&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 구로구,경력무관,초대졸↑,정규직,~ 12/31(화),"['웹개발', '퍼블리셔', '백엔드/서버개발', '프론트엔드 외']","3,400 만원",수정일 24/11/29,0,['Java']
주식회사 심플비트,[신입 및 경력] SW개발자 및 퍼블리셔 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552714&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,경기 성남시 중원구,경력무관,초대졸↑,정규직,~ 01/08(수),"['앱개발', '웹개발', '퍼블리셔', '프론트엔드 외']",,수정일 24/12/09,0,['Java']
에트넷,[웹개발] UI/웹 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49560071&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,대전 유성구,신입·경력,초대졸↑,정규직·프리랜서,~ 12/16(월),"['웹개발', '유지보수', 'ASP 외']",,등록일 24/12/10,0,"['Java', 'Spring']"
(주)맑은샘파트너스,[신입] 웹 및 소프트웨어 개발자 채용 (센텀),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566530&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,부산 해운대구,신입,대졸↑,정규직,~ 02/09(일),"['앱개발', '웹개발', 'HTML 외']","3,000 만원",등록일 24/12/11,0,"['C++', 'C#']"
주식회사 에즈웰,에즈웰 신입/경력 웹 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568966&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,대전 유성구,신입·경력,초대졸↑,정규직,~ 01/10(금),"['웹개발', 'script', '솔루션', '모델링 외']",,등록일 24/12/11,0,"['Java', 'Spring']"
(주)소프트퍼즐,소프트퍼즐 웹 신입 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49422122&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 금천구,신입,대졸↑,정규직,~ 12/31(화),"['웹개발', 'MS', 'My 외']",,수정일 24/11/18,0,"['Java', 'React', 'SQL']"
(주)레디엔터테인먼트,"전사 프로그램 개발자(프론트엔드,내근,Vue3,마크업)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49529685&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 강남구,경력무관,학력무관,정규직,~ 12/31(화),"['웹개발', '프론트엔드', '유지보수', 'script', 'TypeScript 외']",,등록일 24/12/04,0,['Java']
(주)매그파이소프트,웹 개발자 채용(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49533882&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,대전 중구,경력무관,대졸↑,정규직,~ 01/04(토),"['웹개발', '개발PM', '백엔드/서버개발', '프론트엔드 외']",,수정일 24/12/05,0,['Java']
(주)아이오티플렉스,(기업부설연구소)웹&모바일 솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49548561&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,부산 해운대구,경력1년↑,대졸↑,정규직,~ 01/08(수),"['앱개발', '웹개발', '개발PM', '백엔드/서버개발', '외']",,등록일 24/12/09,0,['Java']
㈜리버트론,[정규직] 소프트웨어 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505366&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 영등포구,경력무관,대졸↑,정규직,~ 12/31(화),"['백엔드/서버개발', '프론트엔드', '유지보수', '외']",,등록일 24/12/02,0,"['Python', 'C++']"
(주)아이타이쿤,2024년 하반기 아이타이쿤 개발자 채용(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49571964&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 서초구,신입,대졸↑,정규직,~ 02/09(일),"['웹개발', 'SI개발', '소프트웨어개발']",,등록일 24/12/11,0,"['React', 'Spring']"
(주)리딩플러스,(리딩플러스) IT팀 전산개발 및 운영직원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566638&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 영등포구,경력 3~5년,초대졸↑,정규직,~ 01/10(금),"['웹개발', '프론트엔드', '유지보수', 'script 외']",,수정일 24/12/12,0,['Java']
(주)유니텍,[유니텍] 국방사업 소프트웨어(C++/C#)  개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49412219&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,경기 안양시 동안구,경력무관,학력무관,정규직,~ 12/16(월),"['백엔드/서버개발', '프론트엔드', '유지보수', '솔루션 외']",,수정일 24/12/12,0,['C++']
(주)마크클라우드,"AI 개발(Python), 데이터분석 및 사업 기획 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49441156&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 강남구,신입·경력,대졸↑,정규직,~ 12/20(금),"['기획', '사업기획', '딥러닝', '데이터분석가 외']",,수정일 24/12/09,0,['Python']
(주)아이이에스지,백엔드 개발자 Backend Developer (전환형 인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483778&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=64540d02-51fa-487f-9581-7b7cc263e206,서울 용산구,신입,학력무관,인턴직,~ 12/20(금),"['백엔드/서버개발', '솔루션', '외']",,수정일 24/11/27,0,"['Java', 'Spring', 'AWS']"
바이엇(주),[프론트엔드] 글로벌 웹개발자 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497308&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 구로구,신입,초대졸↑,정규직,~ 12/29(일),"['웹개발', '퍼블리셔', '백엔드/서버개발', '프론트엔드', '유지보수 외']",,등록일 24/11/29,0,[]
(주)마크클라우드,"AI 개발(Python), 데이터분석 및 사업 기획 모집(인턴)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49551418&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,대졸↑,인턴직,~ 02/07(금),"['기획', '사업기획', '딥러닝', '데이터분석가 외']",,등록일 24/12/09,0,['Python']
(주)로보케어,[로보케어] 웹시스템 운영 및 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49569215&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 화성시,신입·경력,초대졸↑,정규직,~ 01/10(금),"['ICT컨설팅', 'ISMS', 'PLM', '기계 외']",,수정일 24/12/12,0,['Java']
(주)레이크머티리얼즈,전산시스템 개발ㆍ운영 관리자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440040&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,세종특별자치시,신입·경력,대졸↑,정규직,~ 12/20(금),"['개발PM', '백엔드/서버개발', '유지보수', 'S/W', '기술지원 외']",,수정일 24/11/21,0,[]
중앙일보(주),[중앙일보] 플랫폼개발팀 백엔드개발 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49511300&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 마포구,경력 3~10년,대졸↑,정규직,~ 12/15(일),"['웹개발', '백엔드/서버개발', '유지보수', 'script 외']",,수정일 24/12/02,0,['Java']
잇솔루션(주),프론트엔드 개발자 주니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49518321&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,신입·경력,고졸↑,정규직,~ 01/01(수),"['프론트엔드', '유지보수', 'script', '솔루션 외']",,수정일 24/12/03,0,['Java']
피씨엔오티(주),PLC제어/CS • 전장 제작 • 전장 설계 • S/W 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48982370&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 화성시,신입·경력,고졸↑,정규직,~ 12/18(수),"['R&D', '알고리즘개발', '회로설계', 'HRD', '개발구매 외']",,수정일 24/12/02,0,[]
(주)인티그리트,"[지능형 로보틱스 플랫폼] AI 플랫폼,디바이스S/W, 펌웨어 개발",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49556133&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,학력무관,정규직,~ 01/08(수),"['Android', 'iOS', '솔루션', '외']",,등록일 24/12/09,0,"['C++', 'AWS']"
(사)한국아이씨티기술협회,[국비무료IT취업]자바파이썬/웹개발/빅데이터/인공지능,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49333137&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울전체,경력무관,학력무관,교육생,~ 12/16(월),"['앱개발', '웹개발', 'SI개발', '퍼블리셔', '백엔드/서버개발 외']",,수정일 24/12/09,0,[]
법무법인와이케이,[국내TOP7로펌/법무법인YK] 강남본사 프론트엔드/ 백엔드 개발담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49445132&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,신입·경력,학력무관,정규직,~ 12/20(금),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드 외']",,수정일 24/11/21,0,['Java']
마키타엔지니어링코리아(주),Software/Hardware개발연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496173&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력,학력무관,정규직,~ 12/16(월),"['기구설계', 'R&D', '알고리즘개발', '회로설계', '연구원 외']",,수정일 24/12/12,0,[]
(주)티젠소프트,"[2024년 개발팀 공채] JAVA, JSP 개발자 신입,경력 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49245788&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 금천구,경력무관,초대졸↑,정규직,~ 12/21(토),"['유지보수', '솔루션', 'JSP 외']",,수정일 24/10/22,0,"['Java', 'Spring']"
(주)페이타랩,"[패스오더] 웹 프론트엔드 개발자 (JavaScript, React) (병역특례/산업기능요원/보충역/전직) (신입~10년 이하)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537254&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,신입·경력,학력무관,정규직,~ 01/03(금),"['웹개발', '백엔드/서버개발', '프론트엔드', 'script', '외']",,등록일 24/12/05,0,"['Java', 'React']"
(주)나래트랜드,2024년 S/W 개발자(데이터엔지니어) 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566873&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 부천시 원미구,경력무관,대졸↑,정규직,~ 01/10(금),"['앱개발', '웹개발', '프론트엔드', 'S/W 외']",,등록일 24/12/11,0,['AWS']
비코어(주),"프론트엔드(React, NextJS) 개발자를 모십니다.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49499782&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 성동구,신입·경력,대졸↑,정규직,~ 12/26(목),"['퍼블리셔', '프론트엔드', 'script', '솔루션 외']",,등록일 24/11/30,0,['Java']
(주)와이톤,주니어 백엔드 개발자 채용 (신입 / 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523856&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,신입·경력,초대졸↑,정규직,~ 01/03(금),"['웹개발', '백엔드/서버개발', '프론트엔드', '외']",,등록일 24/12/04,0,"['Java', 'AWS']"
(주)대건소프트,(주)대건소프트 웹 개발자 신입/경력 직원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49571513&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,대전 유성구,신입·경력,초대졸↑,정규직,~ 01/31(금),"['웹개발', 'SI개발', '백엔드/서버개발', '프론트엔드', '유지보수 외']",,등록일 24/12/11,0,[]
(주)넥스트코어테크놀로지,열정 가득한 풀스택[Full-Stack] 개발자  모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49369822&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 송파구,경력무관,초대졸↑,정규직,~ 01/09(목),"['앱개발', '웹개발', '백엔드/서버개발', 'script 외']",,등록일 24/11/10,0,['Java']
(주)이노스피치,JAVA웹개발자(신입~경력) 모집(서울 송파),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49396264&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 송파구,경력무관,대졸↑,정규직,내일마감,"['웹개발', '유지보수', 'script', '솔루션 외']","3,200 만원",수정일 24/11/13,0,['Java']
(주)더원테크,빅데이터 와 인공지능 AI 프로그램 개발자 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458875&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 금천구,경력무관,대졸↑,정규직,~ 12/24(화),"['SI개발', '딥러닝', '데이터분석가 외']","3,000 만원",등록일 24/11/24,0,"['Java', 'Python']"
(주)앤드와이즈,[웹개발] 웹 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478214&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,학력무관,정규직,~ 12/27(금),"['웹개발', '프론트엔드', '솔루션', '소프트웨어개발']",,등록일 24/11/27,0,['Java']
(주)위즈웍스,[개발자] JAVA/JSP 개발자 신입 / 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49511604&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 안양시 동안구,신입·경력,초대졸↑,정규직,~ 01/01(수),"['웹개발', '퍼블리셔', '백엔드/서버개발', '프론트엔드 외']",,등록일 24/12/02,0,['Java']
(주)와우인포텍,신입/경력 개발자 채용  (Java Web),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49538364&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 금천구,신입·경력,대졸↑,정규직,~ 12/31(화),"['웹개발', 'OracleDB 외']",,등록일 24/12/06,0,"['Java', 'React', 'Spring']"
(주)헥톤프로젝트,[GC녹십자그룹 가족사] 또하나의 가족 백엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49570386&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 영등포구,경력3년↑,초대졸↑,정규직,~ 02/09(일),"['백엔드/서버개발', '솔루션', 'API 외']",,수정일 24/12/11,0,"['Java', 'Spring']"
(주)스노우온카드,JAVA 서버 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49365381&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 용산구,경력무관,초대졸↑,정규직,채용시,"['백엔드/서버개발', '솔루션', '외']",,등록일 24/11/08,0,"['Java', 'React', 'Spring']"
(주)프라터,프론트엔드 개발자 및 경영지원 신입 및 경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49430442&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,학력무관,정규직·계약직,~ 12/19(목),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드 외']",,수정일 24/11/19,0,['Java']
(주)크리에이티브소프트,JAVA 서버 신입/경력 개발자 지원 부분,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535242&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 동작구,신입·경력,초대졸↑,정규직,~ 01/04(토),"['앱개발', '웹개발', '백엔드/서버개발', '기획', '외']",,등록일 24/12/05,0,['Java']
㈜칸테크,ORACLE/PYTHON/JAVA/SQL 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49545109&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,초대졸↑,정규직,~ 01/05(일),"['웹개발', 'script', '솔루션', '외']",,등록일 24/12/06,0,"['Java', 'Spring']"
범호아이티(주),대구 정보시스템 (신입/경력) Fullstack 개발자 모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49550461&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,대구 동구,경력무관,초대졸↑,정규직,~ 01/08(수),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드', 'API 외']",,수정일 24/12/09,0,[]
주식회사 링커리어,[링커리어] 백엔드 개발자 신입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552310&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,신입·경력,대졸↑,정규직,~ 01/08(수),"['앱개발', '웹개발', '백엔드/서버개발', 'script 외']",,등록일 24/12/09,0,['Java']
